algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,s10_1,10,10,1,67494,1,128
dfa/TTT,s10_1,10,10,9,67903,1,125
dfa/dynamicTTT,s10_2,10,10,1,83817,2,169
dfa/TTT,s10_2,10,10,9,80138,2,164
dfa/dynamicTTT,s10_3,10,10,1,113720,3,216
dfa/TTT,s10_3,10,10,9,129383,3,232
dfa/dynamicTTT,s10_4,10,10,1,122996,4,236
dfa/TTT,s10_4,10,10,9,149109,4,271
dfa/dynamicTTT,s10_5,10,10,1,149901,5,309
dfa/TTT,s10_5,10,10,9,180175,5,332
dfa/dynamicTTT,s10_6,10,10,1,182103,6,359
dfa/TTT,s10_6,10,10,9,202173,6,403
dfa/dynamicTTT,s10_7,10,10,1,214937,7,436
dfa/TTT,s10_7,10,10,9,238494,7,466
dfa/dynamicTTT,s10_8,10,10,1,255840,8,523
dfa/TTT,s10_8,10,10,9,284438,8,566
dfa/dynamicTTT,s10_9,10,10,1,297992,9,625
dfa/TTT,s10_9,10,10,9,332070,9,665
dfa/dynamicTTT,s10_10,10,10,1,52609,1,113
dfa/TTT,s10_10,10,10,9,53922,1,116
dfa/dynamicTTT,s10_11,10,10,1,64541,2,131
dfa/TTT,s10_11,10,10,9,68084,2,134
dfa/dynamicTTT,s10_12,10,10,1,79921,3,160
dfa/TTT,s10_12,10,10,9,81921,3,163
dfa/dynamicTTT,s10_13,10,10,1,93593,4,209
dfa/TTT,s10_13,10,10,9,97245,4,208
dfa/dynamicTTT,s10_14,10,10,1,112105,5,250
dfa/TTT,s10_14,10,10,9,120108,5,260
dfa/dynamicTTT,s10_15,10,10,1,135857,6,307
dfa/TTT,s10_15,10,10,9,144869,6,338
dfa/dynamicTTT,s10_16,10,10,1,163626,7,360
dfa/TTT,s10_16,10,10,9,174554,7,393
dfa/dynamicTTT,s10_17,10,10,1,193854,8,437
dfa/TTT,s10_17,10,10,9,206043,8,460
dfa/dynamicTTT,s10_18,10,10,1,226485,9,510
dfa/TTT,s10_18,10,10,9,241092,9,539
dfa/dynamicTTT,s10_19,10,10,1,50590,1,100
dfa/TTT,s10_19,10,10,9,56322,1,112
dfa/dynamicTTT,s10_20,10,10,1,64701,2,130
dfa/TTT,s10_20,10,10,9,66333,2,138
dfa/dynamicTTT,s10_21,10,10,1,78281,3,169
dfa/TTT,s10_21,10,10,9,80326,3,169
dfa/dynamicTTT,s10_22,10,10,1,96519,4,201
dfa/TTT,s10_22,10,10,9,98990,4,212
dfa/dynamicTTT,s10_23,10,10,1,124303,5,260
dfa/TTT,s10_23,10,10,9,124325,5,269
dfa/dynamicTTT,s10_24,10,10,1,157870,6,331
dfa/TTT,s10_24,10,10,9,152832,6,333
dfa/dynamicTTT,s10_25,10,10,1,187753,7,402
dfa/TTT,s10_25,10,10,9,181943,7,400
dfa/dynamicTTT,s10_26,10,10,1,220740,8,473
dfa/TTT,s10_26,10,10,9,214250,8,477
dfa/dynamicTTT,s10_27,10,10,1,258102,9,560
dfa/TTT,s10_27,10,10,9,250625,9,583
dfa/dynamicTTT,s10_28,10,10,1,50599,1,101
dfa/TTT,s10_28,10,10,9,51347,1,99
dfa/dynamicTTT,s10_29,10,10,1,66866,2,142
dfa/TTT,s10_29,10,10,9,67157,2,140
dfa/dynamicTTT,s10_30,10,10,1,81614,3,175
dfa/TTT,s10_30,10,10,9,83042,3,173
dfa/dynamicTTT,s10_31,10,10,1,102229,4,220
dfa/TTT,s10_31,10,10,9,101661,4,220
dfa/dynamicTTT,s10_32,10,10,1,121205,5,274
dfa/TTT,s10_32,10,10,9,120341,5,264
dfa/dynamicTTT,s10_33,10,10,1,147125,6,331
dfa/TTT,s10_33,10,10,9,145178,6,341
dfa/dynamicTTT,s10_34,10,10,1,174613,7,399
dfa/TTT,s10_34,10,10,9,172321,7,413
dfa/dynamicTTT,s10_35,10,10,1,209008,8,476
dfa/TTT,s10_35,10,10,9,207090,8,468
dfa/dynamicTTT,s10_36,10,10,1,243470,9,533
dfa/TTT,s10_36,10,10,9,241254,9,548
dfa/dynamicTTT,s10_37,10,10,1,49492,1,100
dfa/TTT,s10_37,10,10,9,54844,1,107
dfa/dynamicTTT,s10_38,10,10,1,64861,2,130
dfa/TTT,s10_38,10,10,9,63340,2,128
dfa/dynamicTTT,s10_39,10,10,1,84380,3,175
dfa/TTT,s10_39,10,10,9,83530,3,203
dfa/dynamicTTT,s10_40,10,10,1,105294,4,266
dfa/TTT,s10_40,10,10,9,105633,4,238
dfa/dynamicTTT,s10_41,10,10,1,124421,5,263
dfa/TTT,s10_41,10,10,9,125445,5,306
dfa/dynamicTTT,s10_42,10,10,1,149766,6,353
dfa/TTT,s10_42,10,10,9,150838,6,371
dfa/dynamicTTT,s10_43,10,10,1,178799,7,383
dfa/TTT,s10_43,10,10,9,179911,7,413
dfa/dynamicTTT,s10_44,10,10,1,211640,8,473
dfa/TTT,s10_44,10,10,9,212795,8,544
dfa/dynamicTTT,s10_45,10,10,1,247238,9,555
dfa/TTT,s10_45,10,10,9,248429,9,587
