algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,s50_1,50,10,1,424722,1,920
dfa/TTT,s50_1,50,10,48,450476,1,871
dfa/dynamicTTT,s50_2,50,10,1,569673,2,1175
dfa/TTT,s50_2,50,10,46,582915,2,1177
dfa/dynamicTTT,s50_3,50,10,1,691853,3,1541
dfa/TTT,s50_3,50,10,49,719730,3,1618
dfa/dynamicTTT,s50_4,50,10,1,858616,4,2562
dfa/TTT,s50_4,50,10,49,893349,4,2053
dfa/dynamicTTT,s50_5,50,10,1,1004528,5,2357
dfa/TTT,s50_5,50,10,49,1040621,5,2719
dfa/dynamicTTT,s50_6,50,10,1,1202800,6,3217
dfa/TTT,s50_6,50,10,47,1236104,6,3009
dfa/dynamicTTT,s50_7,50,10,1,1431006,7,3261
dfa/TTT,s50_7,50,10,48,1452982,7,3575
dfa/dynamicTTT,s50_8,50,10,1,1705302,8,4583
dfa/TTT,s50_8,50,10,48,1718008,8,3784
dfa/dynamicTTT,s50_9,50,10,1,1994876,9,4542
dfa/TTT,s50_9,50,10,48,2015593,9,4393
dfa/dynamicTTT,s50_10,50,10,1,434966,1,983
dfa/TTT,s50_10,50,10,47,467319,1,912
dfa/dynamicTTT,s50_11,50,10,1,557868,2,1204
dfa/TTT,s50_11,50,10,49,585031,2,1132
dfa/dynamicTTT,s50_12,50,10,1,698996,3,1607
dfa/TTT,s50_12,50,10,47,729451,3,1468
dfa/dynamicTTT,s50_13,50,10,1,874406,4,1894
dfa/TTT,s50_13,50,10,47,873232,4,1856
dfa/dynamicTTT,s50_14,50,10,1,1047689,5,2461
dfa/TTT,s50_14,50,10,46,1055067,5,2375
dfa/dynamicTTT,s50_15,50,10,1,1269006,6,3086
dfa/TTT,s50_15,50,10,47,1265532,6,3203
dfa/dynamicTTT,s50_16,50,10,1,1540092,7,3588
dfa/TTT,s50_16,50,10,47,1517760,7,3375
dfa/dynamicTTT,s50_17,50,10,1,1796768,8,4382
dfa/TTT,s50_17,50,10,46,1767502,8,3887
dfa/dynamicTTT,s50_18,50,10,1,2101773,9,4763
dfa/TTT,s50_18,50,10,47,2059784,9,4724
dfa/dynamicTTT,s50_19,50,10,1,441641,1,947
dfa/TTT,s50_19,50,10,47,463021,1,870
dfa/dynamicTTT,s50_20,50,10,1,569782,2,1195
dfa/TTT,s50_20,50,10,48,602744,2,1171
dfa/dynamicTTT,s50_21,50,10,1,709604,3,1513
dfa/TTT,s50_21,50,10,49,725164,3,1451
dfa/dynamicTTT,s50_22,50,10,1,869956,4,1840
dfa/TTT,s50_22,50,10,48,872866,4,1753
dfa/dynamicTTT,s50_23,50,10,1,1028098,5,2296
dfa/TTT,s50_23,50,10,48,1106523,5,2276
dfa/dynamicTTT,s50_24,50,10,1,1247001,6,2870
dfa/TTT,s50_24,50,10,49,1326814,6,3210
dfa/dynamicTTT,s50_25,50,10,1,1501169,7,3924
dfa/TTT,s50_25,50,10,49,1582300,7,3948
dfa/dynamicTTT,s50_26,50,10,1,1737453,8,4592
dfa/TTT,s50_26,50,10,49,1789938,8,4474
dfa/dynamicTTT,s50_27,50,10,1,2030165,9,4892
dfa/TTT,s50_27,50,10,49,2077926,9,4799
dfa/dynamicTTT,s50_28,50,10,1,426387,1,865
dfa/TTT,s50_28,50,10,49,456165,1,945
dfa/dynamicTTT,s50_29,50,10,1,543541,2,1122
dfa/TTT,s50_29,50,10,49,570072,2,1151
dfa/dynamicTTT,s50_30,50,10,1,689272,3,1587
dfa/TTT,s50_30,50,10,47,711435,3,1418
dfa/dynamicTTT,s50_31,50,10,1,858075,4,1746
dfa/TTT,s50_31,50,10,47,890948,4,1781
dfa/dynamicTTT,s50_32,50,10,1,1044189,5,2262
dfa/TTT,s50_32,50,10,47,1091416,5,2223
dfa/dynamicTTT,s50_33,50,10,1,1235704,6,2834
dfa/TTT,s50_33,50,10,47,1284046,6,2749
dfa/dynamicTTT,s50_34,50,10,1,1473761,7,3302
dfa/TTT,s50_34,50,10,47,1528165,7,3325
dfa/dynamicTTT,s50_35,50,10,1,1757528,8,4155
dfa/TTT,s50_35,50,10,47,1821579,8,3872
dfa/dynamicTTT,s50_36,50,10,1,2024238,9,4607
dfa/TTT,s50_36,50,10,47,2079354,9,4738
dfa/dynamicTTT,s50_37,50,10,1,429119,1,892
dfa/TTT,s50_37,50,10,47,462885,1,958
dfa/dynamicTTT,s50_38,50,10,1,551760,2,1216
dfa/TTT,s50_38,50,10,49,579935,2,1129
dfa/dynamicTTT,s50_39,50,10,1,688454,3,1448
dfa/TTT,s50_39,50,10,48,712357,3,1459
dfa/dynamicTTT,s50_40,50,10,1,850832,4,1882
dfa/TTT,s50_40,50,10,46,871767,4,1769
dfa/dynamicTTT,s50_41,50,10,1,1045685,5,2259
dfa/TTT,s50_41,50,10,49,1051250,5,2276
dfa/dynamicTTT,s50_42,50,10,1,1223342,6,2791
dfa/TTT,s50_42,50,10,49,1248720,6,2741
dfa/dynamicTTT,s50_43,50,10,1,1470110,7,3466
dfa/TTT,s50_43,50,10,49,1496542,7,3181
