algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,5,10,2,14477,1,39
dfa/TTT,1,5,10,4,14422,1,37
dfa/dynamicTTT,2,5,10,2,14360,2,29
dfa/TTT,2,5,10,4,14305,2,28
dfa/dynamicTTT,3,5,10,2,14355,3,29
dfa/TTT,3,5,10,4,14299,3,30
dfa/dynamicTTT,4,5,10,2,14299,4,30
dfa/TTT,4,5,10,4,14244,4,30
dfa/dynamicTTT,5,5,10,2,14309,5,29
dfa/TTT,5,5,10,4,14253,5,29
dfa/dynamicTTT,6,5,10,2,14370,6,30
dfa/TTT,6,5,10,4,14314,6,32
dfa/dynamicTTT,7,5,10,2,14370,7,30
dfa/TTT,7,5,10,4,14314,7,31
dfa/dynamicTTT,8,5,10,2,14485,8,28
dfa/TTT,8,5,10,4,14429,8,29
dfa/dynamicTTT,9,5,10,2,14485,9,31
dfa/TTT,9,5,10,4,14429,9,29
dfa/dynamicTTT,10,5,10,1,13208,1,28
dfa/TTT,10,5,10,4,13373,1,28
dfa/dynamicTTT,11,5,10,1,13278,2,31
dfa/TTT,11,5,10,4,13420,2,31
dfa/dynamicTTT,12,5,10,1,13279,3,28
dfa/TTT,12,5,10,4,13421,3,30
dfa/dynamicTTT,13,5,10,1,13279,4,29
dfa/TTT,13,5,10,4,13421,4,29
dfa/dynamicTTT,14,5,10,1,13407,5,29
dfa/TTT,14,5,10,4,13548,5,29
dfa/dynamicTTT,15,5,10,1,13315,6,27
dfa/TTT,15,5,10,4,13457,6,28
dfa/dynamicTTT,16,5,10,2,14269,7,30
dfa/TTT,16,5,10,4,14385,7,28
dfa/dynamicTTT,17,5,10,2,14269,8,29
dfa/TTT,17,5,10,4,14385,8,29
dfa/dynamicTTT,18,5,10,2,14143,9,29
dfa/TTT,18,5,10,4,14258,9,30
dfa/dynamicTTT,19,5,10,1,13698,1,28
dfa/TTT,19,5,10,4,13946,1,28
dfa/dynamicTTT,20,5,10,1,13762,2,30
dfa/TTT,20,5,10,4,14009,2,31
dfa/dynamicTTT,21,5,10,1,13763,3,28
dfa/TTT,21,5,10,4,14031,3,29
dfa/dynamicTTT,22,5,10,1,13763,4,27
dfa/TTT,22,5,10,4,14031,4,28
dfa/dynamicTTT,23,5,10,1,13746,5,31
dfa/TTT,23,5,10,4,14014,5,28
dfa/dynamicTTT,24,5,10,1,13219,6,28
dfa/TTT,24,5,10,4,13347,6,27
dfa/dynamicTTT,25,5,10,1,13219,7,28
dfa/TTT,25,5,10,4,13347,7,30
dfa/dynamicTTT,26,5,10,1,13223,8,28
dfa/TTT,26,5,10,4,13351,8,28
dfa/dynamicTTT,27,5,10,1,13233,9,28
dfa/TTT,27,5,10,4,13361,9,28
dfa/dynamicTTT,28,5,10,1,15290,1,31
dfa/TTT,28,5,10,4,16820,1,33
dfa/dynamicTTT,29,5,10,1,15290,2,31
dfa/TTT,29,5,10,4,16826,2,32
dfa/dynamicTTT,30,5,10,2,16663,3,33
dfa/TTT,30,5,10,4,16908,3,33
dfa/dynamicTTT,31,5,10,2,16597,4,33
dfa/TTT,31,5,10,4,16842,4,32
dfa/dynamicTTT,32,5,10,2,16597,5,34
dfa/TTT,32,5,10,4,16842,5,32
dfa/dynamicTTT,33,5,10,2,14056,6,28
dfa/TTT,33,5,10,4,13719,6,30
dfa/dynamicTTT,34,5,10,2,16438,7,33
dfa/TTT,34,5,10,4,16684,7,35
dfa/dynamicTTT,35,5,10,2,16438,8,32
dfa/TTT,35,5,10,4,16684,8,31
dfa/dynamicTTT,36,5,10,2,16440,9,33
dfa/TTT,36,5,10,4,16686,9,32
dfa/dynamicTTT,37,5,10,1,1232,1,2
dfa/TTT,37,5,10,1,1232,1,2
dfa/dynamicTTT,38,5,10,1,1232,2,2
dfa/TTT,38,5,10,1,1232,2,2
dfa/dynamicTTT,39,5,10,1,1232,3,2
dfa/TTT,39,5,10,1,1232,3,2
dfa/dynamicTTT,40,5,10,1,1232,4,2
dfa/TTT,40,5,10,1,1232,4,2
dfa/dynamicTTT,41,5,10,1,1232,5,3
dfa/TTT,41,5,10,1,1232,5,2
dfa/dynamicTTT,42,5,10,1,1232,6,3
dfa/TTT,42,5,10,1,1232,6,2
dfa/dynamicTTT,43,5,10,1,1232,7,2
dfa/TTT,43,5,10,1,1232,7,2
dfa/dynamicTTT,44,5,10,1,1232,8,2
dfa/TTT,44,5,10,1,1232,8,3
dfa/dynamicTTT,45,5,10,1,1232,9,3
dfa/TTT,45,5,10,1,1232,9,2
dfa/dynamicTTT,46,5,10,1,14812,1,32
dfa/TTT,46,5,10,4,15042,1,31
dfa/dynamicTTT,47,5,10,1,14939,2,34
dfa/TTT,47,5,10,4,15168,2,31
dfa/dynamicTTT,48,5,10,1,15057,3,31
dfa/TTT,48,5,10,4,15285,3,31
dfa/dynamicTTT,49,5,10,2,15484,4,33
dfa/TTT,49,5,10,4,15526,4,33
dfa/dynamicTTT,50,5,10,2,15566,5,32
dfa/TTT,50,5,10,4,15608,5,32
dfa/dynamicTTT,51,5,10,2,15621,6,32
dfa/TTT,51,5,10,4,15662,6,32
dfa/dynamicTTT,52,5,10,2,15502,7,32
dfa/TTT,52,5,10,4,15543,7,32
dfa/dynamicTTT,53,5,10,2,15471,8,31
dfa/TTT,53,5,10,4,15495,8,31
dfa/dynamicTTT,54,5,10,2,15382,9,38
dfa/TTT,54,5,10,4,15405,9,33
dfa/dynamicTTT,55,5,10,1,13307,1,27
dfa/TTT,55,5,10,4,13678,1,27
dfa/dynamicTTT,56,5,10,1,13378,2,27
dfa/TTT,56,5,10,4,13751,2,27
dfa/dynamicTTT,57,5,10,1,13388,3,27
dfa/TTT,57,5,10,4,13760,3,27
dfa/dynamicTTT,58,5,10,1,13273,4,27
dfa/TTT,58,5,10,4,13582,4,26
dfa/dynamicTTT,59,5,10,1,13166,5,29
dfa/TTT,59,5,10,4,13474,5,27
dfa/dynamicTTT,60,5,10,1,13336,6,27
dfa/TTT,60,5,10,4,13645,6,27
dfa/dynamicTTT,61,5,10,1,13336,7,27
dfa/TTT,61,5,10,4,13645,7,27
dfa/dynamicTTT,62,5,10,1,13320,8,31
dfa/TTT,62,5,10,4,13630,8,31
dfa/dynamicTTT,63,5,10,1,13304,9,28
