algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,10,10,2,58781,1,60
dfa/TTT,1,10,10,10,54506,1,54
dfa/dynamicTTT,2,10,10,3,64177,2,64
dfa/TTT,2,10,10,11,62859,2,60
dfa/dynamicTTT,3,10,10,4,68086,3,71
dfa/TTT,3,10,10,12,72268,3,79
dfa/dynamicTTT,4,10,10,5,75314,4,83
dfa/TTT,4,10,10,13,79628,4,85
dfa/dynamicTTT,5,10,10,6,83030,5,88
dfa/TTT,5,10,10,14,87870,5,89
dfa/dynamicTTT,6,10,10,7,88219,6,91
dfa/TTT,6,10,10,15,92455,6,95
dfa/dynamicTTT,7,10,10,8,93286,7,103
dfa/TTT,7,10,10,16,98046,7,108
dfa/dynamicTTT,8,10,10,9,100062,8,104
dfa/TTT,8,10,10,17,103405,8,108
dfa/dynamicTTT,9,10,10,10,104958,9,108
dfa/TTT,9,10,10,18,110296,9,114
dfa/dynamicTTT,10,10,10,2,45329,1,46
dfa/TTT,10,10,10,9,46082,1,51
dfa/dynamicTTT,11,10,10,4,52173,2,58
dfa/TTT,11,10,10,10,52140,2,60
dfa/dynamicTTT,12,10,10,5,58405,3,63
dfa/TTT,12,10,10,11,58633,3,65
dfa/dynamicTTT,13,10,10,6,62521,4,70
dfa/TTT,13,10,10,12,63516,4,70
dfa/dynamicTTT,14,10,10,7,69417,5,74
dfa/TTT,14,10,10,13,70780,5,75
dfa/dynamicTTT,15,10,10,8,74179,6,83
dfa/TTT,15,10,10,14,76499,6,84
dfa/dynamicTTT,16,10,10,9,77685,7,84
dfa/TTT,16,10,10,15,81511,7,88
dfa/dynamicTTT,17,10,10,10,86158,8,94
dfa/TTT,17,10,10,16,86721,8,97
dfa/dynamicTTT,18,10,10,11,94563,9,103
dfa/TTT,18,10,10,17,94048,9,104
dfa/dynamicTTT,19,10,10,2,40835,1,46
dfa/TTT,19,10,10,10,47306,1,52
dfa/dynamicTTT,20,10,10,3,45795,2,51
dfa/TTT,20,10,10,11,52529,2,55
dfa/dynamicTTT,21,10,10,4,52729,3,61
dfa/TTT,21,10,10,12,58868,3,62
dfa/dynamicTTT,22,10,10,5,62210,4,65
dfa/TTT,22,10,10,13,69252,4,72
dfa/dynamicTTT,23,10,10,6,65292,5,75
dfa/TTT,23,10,10,14,72434,5,78
dfa/dynamicTTT,24,10,10,7,74812,6,79
dfa/TTT,24,10,10,15,80973,6,91
dfa/dynamicTTT,25,10,10,8,80183,7,98
dfa/TTT,25,10,10,16,86807,7,99
dfa/dynamicTTT,26,10,10,9,97073,8,99
dfa/TTT,26,10,10,17,96422,8,120
dfa/dynamicTTT,27,10,10,10,100539,9,115
dfa/TTT,27,10,10,18,102600,9,112
dfa/dynamicTTT,28,10,10,2,44659,1,50
dfa/TTT,28,10,10,10,48146,1,52
dfa/dynamicTTT,29,10,10,3,49455,2,56
dfa/TTT,29,10,10,11,52691,2,60
dfa/dynamicTTT,30,10,10,4,55724,3,62
dfa/TTT,30,10,10,12,59058,3,66
dfa/dynamicTTT,31,10,10,5,62580,4,70
dfa/TTT,31,10,10,13,66049,4,72
dfa/dynamicTTT,32,10,10,6,69844,5,81
dfa/TTT,32,10,10,14,73373,5,83
dfa/dynamicTTT,33,10,10,7,74741,6,81
dfa/TTT,33,10,10,15,78403,6,81
dfa/dynamicTTT,34,10,10,8,80741,7,84
dfa/TTT,34,10,10,16,82518,7,89
dfa/dynamicTTT,35,10,10,9,86617,8,99
dfa/TTT,35,10,10,17,90245,8,98
dfa/dynamicTTT,36,10,10,10,91869,9,102
dfa/TTT,36,10,10,18,99561,9,110
dfa/dynamicTTT,37,10,10,2,43002,1,49
dfa/TTT,37,10,10,10,45961,1,49
dfa/dynamicTTT,38,10,10,3,48695,2,54
dfa/TTT,38,10,10,11,51799,2,54
dfa/dynamicTTT,39,10,10,4,54423,3,56
dfa/TTT,39,10,10,12,57571,3,61
dfa/dynamicTTT,40,10,10,5,59574,4,65
dfa/TTT,40,10,10,13,61774,4,66
dfa/dynamicTTT,41,10,10,6,66263,5,74
dfa/TTT,41,10,10,14,68529,5,86
dfa/dynamicTTT,42,10,10,7,71786,6,80
dfa/TTT,42,10,10,15,74613,6,99
dfa/dynamicTTT,43,10,10,8,78419,7,98
dfa/TTT,43,10,10,16,81414,7,98
dfa/dynamicTTT,44,10,10,9,88478,8,96
dfa/TTT,44,10,10,17,89526,8,94
dfa/dynamicTTT,45,10,10,10,94911,9,98
dfa/TTT,45,10,10,18,96037,9,99
dfa/dynamicTTT,46,10,10,2,45263,1,48
dfa/TTT,46,10,10,10,46370,1,47
dfa/dynamicTTT,47,10,10,3,50498,2,55
dfa/TTT,47,10,10,11,51083,2,53
dfa/dynamicTTT,48,10,10,5,58358,3,63
