algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,10,10,1,30820,1,31
dfa/TTT,1,10,10,9,32754,1,32
dfa/dynamicTTT,2,10,10,1,22684,2,21
dfa/TTT,2,10,10,9,24363,2,23
dfa/dynamicTTT,3,10,10,3,15917,3,15
dfa/TTT,3,10,10,9,16071,3,14
dfa/dynamicTTT,4,10,10,3,10623,4,10
dfa/TTT,4,10,10,9,10786,4,10
dfa/dynamicTTT,5,10,10,3,6637,5,5
dfa/TTT,5,10,10,9,6626,5,6
dfa/dynamicTTT,6,10,10,7,4052,6,4
dfa/TTT,6,10,10,9,4143,6,4
dfa/dynamicTTT,7,10,10,7,2221,7,2
dfa/TTT,7,10,10,9,2242,7,2
dfa/dynamicTTT,8,10,10,6,679,8,1
dfa/TTT,8,10,10,6,679,8,0
dfa/dynamicTTT,9,10,10,2,43,9,0
dfa/TTT,9,10,10,2,43,9,0
dfa/dynamicTTT,10,10,10,1,27322,1,39
dfa/TTT,10,10,10,9,29278,1,30
dfa/dynamicTTT,11,10,10,1,19361,2,20
dfa/TTT,11,10,10,9,19872,2,19
dfa/dynamicTTT,12,10,10,1,13618,3,13
dfa/TTT,12,10,10,9,13950,3,15
dfa/dynamicTTT,13,10,10,6,10704,4,10
dfa/TTT,13,10,10,9,10791,4,10
dfa/dynamicTTT,14,10,10,6,6275,5,6
dfa/TTT,14,10,10,9,6337,5,6
dfa/dynamicTTT,15,10,10,9,3460,6,3
dfa/TTT,15,10,10,9,3460,6,3
dfa/dynamicTTT,16,10,10,7,1425,7,1
dfa/TTT,16,10,10,7,1425,7,1
dfa/dynamicTTT,17,10,10,5,501,8,0
dfa/TTT,17,10,10,5,501,8,1
dfa/dynamicTTT,18,10,10,2,33,9,1
dfa/TTT,18,10,10,2,33,9,0
dfa/dynamicTTT,19,10,10,1,33584,1,39
dfa/TTT,19,10,10,9,34726,1,44
dfa/dynamicTTT,20,10,10,4,26258,2,27
dfa/TTT,20,10,10,9,26688,2,26
dfa/dynamicTTT,21,10,10,4,19436,3,18
