algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,10,10,1,1504,1,4
dfa/TTT,1,10,10,1,1232,1,2
dfa/dynamicTTT,3,10,10,1,1504,1,1
dfa/TTT,3,10,10,1,1232,1,1
dfa/dynamicTTT,5,10,10,1,1868,1,3
dfa/TTT,5,10,10,1,1232,1,2
dfa/dynamicTTT,7,10,10,1,1868,1,3
dfa/TTT,7,10,10,1,1232,1,1
dfa/dynamicTTT,9,10,10,1,1595,1,1
dfa/TTT,9,10,10,1,1232,1,1
dfa/dynamicTTT,11,10,10,1,1504,1,2
dfa/TTT,11,10,10,1,1232,1,2
dfa/dynamicTTT,13,10,10,1,1504,1,2
dfa/TTT,13,10,10,1,1232,1,1
dfa/dynamicTTT,15,10,10,1,1686,1,2
dfa/TTT,15,10,10,1,1232,1,1
dfa/dynamicTTT,17,10,10,1,1413,1,2
dfa/TTT,17,10,10,1,1232,1,1
dfa/dynamicTTT,19,10,10,1,1413,1,1
dfa/TTT,19,10,10,1,1232,1,2
dfa/dynamicTTT,21,10,10,1,1686,1,2
dfa/TTT,21,10,10,1,1232,1,2
dfa/dynamicTTT,23,10,10,1,1504,1,2
dfa/TTT,23,10,10,1,1232,1,1
dfa/dynamicTTT,25,10,10,1,1777,1,2
dfa/TTT,25,10,10,1,1232,1,1
dfa/dynamicTTT,27,10,10,1,1504,1,1
dfa/TTT,27,10,10,1,1232,1,1
dfa/dynamicTTT,29,10,10,1,1504,1,2
dfa/TTT,29,10,10,1,1232,1,1
dfa/dynamicTTT,31,10,10,1,1687,1,2
dfa/TTT,31,10,10,1,1232,1,1
dfa/dynamicTTT,33,10,10,1,1687,1,2
dfa/TTT,33,10,10,1,1232,1,1
dfa/dynamicTTT,35,10,10,1,1504,1,2
dfa/TTT,35,10,10,1,1232,1,1
dfa/dynamicTTT,37,10,10,1,1504,1,2
dfa/TTT,37,10,10,1,1232,1,1
dfa/dynamicTTT,39,10,10,1,1504,1,2
dfa/TTT,39,10,10,1,1232,1,1
