algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,s5_1,5,10,1,15612,1,96
dfa/TTT,s5_1,5,10,4,15888,1,93
dfa/dynamicTTT,s5_2,5,10,1,15352,2,54
dfa/TTT,s5_2,5,10,4,15630,2,48
dfa/dynamicTTT,s5_3,5,10,1,15547,3,56
dfa/TTT,s5_3,5,10,4,15825,3,64
dfa/dynamicTTT,s5_4,5,10,2,15960,4,45
dfa/TTT,s5_4,5,10,4,15963,4,33
dfa/dynamicTTT,s5_5,5,10,3,16241,5,32
dfa/TTT,s5_5,5,10,4,15990,5,35
dfa/dynamicTTT,s5_6,5,10,3,15810,6,26
dfa/TTT,s5_6,5,10,4,15559,6,37
dfa/dynamicTTT,s5_7,5,10,3,15951,7,26
dfa/TTT,s5_7,5,10,4,15699,7,24
dfa/dynamicTTT,s5_8,5,10,3,15951,8,33
dfa/TTT,s5_8,5,10,4,15699,8,30
dfa/dynamicTTT,s5_9,5,10,3,15951,9,31
dfa/TTT,s5_9,5,10,4,15699,9,32
dfa/dynamicTTT,s5_10,5,10,1,12860,1,22
dfa/TTT,s5_10,5,10,4,13390,1,22
dfa/dynamicTTT,s5_11,5,10,1,12853,2,25
dfa/TTT,s5_11,5,10,4,13383,2,19
dfa/dynamicTTT,s5_12,5,10,1,12844,3,15
dfa/TTT,s5_12,5,10,4,13374,3,18
dfa/dynamicTTT,s5_13,5,10,1,12846,4,15
dfa/TTT,s5_13,5,10,4,13376,4,15
dfa/dynamicTTT,s5_14,5,10,1,12846,5,21
dfa/TTT,s5_14,5,10,4,13376,5,19
dfa/dynamicTTT,s5_15,5,10,1,12866,6,17
dfa/TTT,s5_15,5,10,4,13396,6,15
dfa/dynamicTTT,s5_16,5,10,1,12863,7,17
dfa/TTT,s5_16,5,10,4,13157,7,15
dfa/dynamicTTT,s5_17,5,10,1,12861,8,16
dfa/TTT,s5_17,5,10,4,13155,8,18
dfa/dynamicTTT,s5_18,5,10,1,12971,9,17
