algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,5,10,1,19658,1,42
dfa/TTT,1,5,10,4,19732,1,40
dfa/dynamicTTT,2,5,10,1,24159,2,64
dfa/TTT,2,5,10,4,24240,2,54
dfa/dynamicTTT,3,5,10,1,28522,3,67
dfa/TTT,3,5,10,4,30641,3,85
dfa/dynamicTTT,4,5,10,1,35172,4,78
dfa/TTT,4,5,10,4,37685,4,109
dfa/dynamicTTT,5,5,10,1,42882,5,119
dfa/TTT,5,5,10,4,46161,5,156
dfa/dynamicTTT,6,5,10,1,51830,6,121
dfa/TTT,6,5,10,4,55626,6,142
dfa/dynamicTTT,7,5,10,1,61280,7,144
dfa/TTT,7,5,10,4,66022,7,170
dfa/dynamicTTT,8,5,10,1,72433,8,173
dfa/TTT,8,5,10,4,78411,8,197
dfa/dynamicTTT,9,5,10,1,84267,9,226
dfa/TTT,9,5,10,4,90994,9,262
dfa/dynamicTTT,10,5,10,1,21263,1,41
dfa/TTT,10,5,10,4,20087,1,40
dfa/dynamicTTT,11,5,10,1,25881,2,54
dfa/TTT,11,5,10,4,27773,2,79
dfa/dynamicTTT,12,5,10,1,31327,3,91
dfa/TTT,12,5,10,4,36853,3,103
dfa/dynamicTTT,13,5,10,1,38027,4,89
dfa/TTT,13,5,10,4,44578,4,99
dfa/dynamicTTT,14,5,10,1,46486,5,125
dfa/TTT,14,5,10,4,47025,5,126
dfa/dynamicTTT,15,5,10,1,55570,6,138
dfa/TTT,15,5,10,4,56094,6,141
dfa/dynamicTTT,16,5,10,1,66220,7,170
dfa/TTT,16,5,10,4,66735,7,160
dfa/dynamicTTT,17,5,10,1,77835,8,216
dfa/TTT,17,5,10,4,78374,8,195
dfa/dynamicTTT,18,5,10,1,91654,9,231
dfa/TTT,18,5,10,4,92214,9,226
dfa/dynamicTTT,19,5,10,1,18515,1,40
dfa/TTT,19,5,10,4,18851,1,37
dfa/dynamicTTT,20,5,10,1,22011,2,69
dfa/TTT,20,5,10,4,22635,2,80
dfa/dynamicTTT,21,5,10,1,27657,3,76
dfa/TTT,21,5,10,4,28052,3,76
dfa/dynamicTTT,22,5,10,1,34063,4,86
dfa/TTT,22,5,10,4,34452,4,82
dfa/dynamicTTT,23,5,10,1,41331,5,100
dfa/TTT,23,5,10,4,41746,5,104
dfa/dynamicTTT,24,5,10,1,49822,6,126
dfa/TTT,24,5,10,4,50224,6,145
dfa/dynamicTTT,25,5,10,1,59887,7,147
dfa/TTT,25,5,10,4,60309,7,163
dfa/dynamicTTT,26,5,10,1,70340,8,169
dfa/TTT,26,5,10,4,70785,8,193
dfa/dynamicTTT,27,5,10,1,82316,9,212
dfa/TTT,27,5,10,4,82782,9,241
dfa/dynamicTTT,28,5,10,1,18626,1,53
dfa/TTT,28,5,10,4,18707,1,39
dfa/dynamicTTT,29,5,10,1,21952,2,58
dfa/TTT,29,5,10,4,22065,2,65
dfa/dynamicTTT,30,5,10,1,27960,3,67
dfa/TTT,30,5,10,4,28294,3,68
dfa/dynamicTTT,31,5,10,1,34351,4,85
dfa/TTT,31,5,10,4,34688,4,78
dfa/dynamicTTT,32,5,10,1,41555,5,108
dfa/TTT,32,5,10,4,41915,5,120
dfa/dynamicTTT,33,5,10,1,50095,6,122
dfa/TTT,33,5,10,4,50451,6,138
dfa/dynamicTTT,34,5,10,1,59423,7,148
dfa/TTT,34,5,10,4,59803,7,163
dfa/dynamicTTT,35,5,10,1,70842,8,175
dfa/TTT,35,5,10,4,71241,8,191
dfa/dynamicTTT,36,5,10,1,82996,9,217
dfa/TTT,36,5,10,4,83415,9,206
dfa/dynamicTTT,37,5,10,1,20445,1,43
dfa/TTT,37,5,10,4,20727,1,41
dfa/dynamicTTT,38,5,10,1,25493,2,53
dfa/TTT,38,5,10,4,26781,2,77
dfa/dynamicTTT,39,5,10,1,32168,3,100
dfa/TTT,39,5,10,4,33889,3,95
dfa/dynamicTTT,40,5,10,1,40161,4,96
dfa/TTT,40,5,10,4,42331,4,93
dfa/dynamicTTT,41,5,10,1,57872,5,137
dfa/TTT,41,5,10,4,58277,5,164
dfa/dynamicTTT,42,5,10,1,69347,6,173
dfa/TTT,42,5,10,4,69774,6,159
dfa/dynamicTTT,43,5,10,1,74611,7,170
dfa/TTT,43,5,10,4,75061,7,162
dfa/dynamicTTT,44,5,10,1,88287,8,220
dfa/TTT,44,5,10,4,88757,8,198
dfa/dynamicTTT,45,5,10,1,104086,9,269
dfa/TTT,45,5,10,4,104347,9,236
dfa/dynamicTTT,46,5,10,1,23684,1,47
dfa/TTT,46,5,10,4,23834,1,48
dfa/dynamicTTT,47,5,10,1,29707,2,61
dfa/TTT,47,5,10,4,29851,2,84
dfa/dynamicTTT,48,5,10,1,36932,3,73
dfa/TTT,48,5,10,4,37011,3,110
dfa/dynamicTTT,49,5,10,1,45104,4,100
dfa/TTT,49,5,10,4,45186,4,103
dfa/dynamicTTT,50,5,10,1,54670,5,112
dfa/TTT,50,5,10,4,54759,5,166
dfa/dynamicTTT,51,5,10,1,65602,6,145
dfa/TTT,51,5,10,4,65692,6,157
dfa/dynamicTTT,52,5,10,1,77323,7,177
dfa/TTT,52,5,10,4,77364,7,188
dfa/dynamicTTT,53,5,10,1,92454,8,226
dfa/TTT,53,5,10,4,92491,8,217
dfa/dynamicTTT,54,5,10,1,106902,9,256
dfa/TTT,54,5,10,4,106938,9,254
dfa/dynamicTTT,55,5,10,1,19112,1,39
dfa/TTT,55,5,10,4,19376,1,39
dfa/dynamicTTT,56,5,10,1,23469,2,52
dfa/TTT,56,5,10,4,23596,2,59
dfa/dynamicTTT,57,5,10,1,28002,3,66
dfa/TTT,57,5,10,4,28112,3,62
dfa/dynamicTTT,58,5,10,1,34508,4,92
dfa/TTT,58,5,10,4,34591,4,80
dfa/dynamicTTT,59,5,10,1,41727,5,101
dfa/TTT,59,5,10,4,41813,5,122
dfa/dynamicTTT,60,5,10,1,50222,6,179
dfa/TTT,60,5,10,4,50311,6,135
dfa/dynamicTTT,61,5,10,1,59426,7,166
dfa/TTT,61,5,10,4,59520,7,141
dfa/dynamicTTT,62,5,10,1,70203,8,192
