algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,5,10,1,11016,1,23
dfa/TTT,1,5,10,4,12070,1,24
dfa/dynamicTTT,2,5,10,1,7813,2,22
dfa/TTT,2,5,10,4,8506,2,22
dfa/dynamicTTT,3,5,10,3,5768,3,16
dfa/TTT,3,5,10,4,6274,3,14
dfa/dynamicTTT,4,5,10,3,3818,4,8
dfa/TTT,4,5,10,4,4090,4,8
dfa/dynamicTTT,5,5,10,3,2307,5,6
dfa/TTT,5,5,10,4,2522,5,6
dfa/dynamicTTT,6,5,10,4,1377,6,4
dfa/TTT,6,5,10,4,1377,6,2
dfa/dynamicTTT,7,5,10,4,666,7,1
dfa/TTT,7,5,10,4,666,7,1
dfa/dynamicTTT,8,5,10,3,201,8,1
dfa/TTT,8,5,10,3,201,8,0
dfa/dynamicTTT,9,5,10,2,31,9,0
dfa/TTT,9,5,10,2,31,9,0
dfa/dynamicTTT,10,5,10,1,10243,1,29
dfa/TTT,10,5,10,4,10691,1,27
dfa/dynamicTTT,11,5,10,1,7404,2,17
dfa/TTT,11,5,10,4,7777,2,17
dfa/dynamicTTT,12,5,10,1,5050,3,12
dfa/TTT,12,5,10,4,5372,3,13
dfa/dynamicTTT,13,5,10,4,3993,4,7
dfa/TTT,13,5,10,4,3993,4,10
dfa/dynamicTTT,14,5,10,4,2557,5,4
dfa/TTT,14,5,10,4,2557,5,5
dfa/dynamicTTT,15,5,10,4,1468,6,3
dfa/TTT,15,5,10,4,1468,6,5
dfa/dynamicTTT,16,5,10,4,731,7,1
dfa/TTT,16,5,10,4,731,7,2
dfa/dynamicTTT,17,5,10,1,40,8,0
dfa/TTT,17,5,10,1,40,8,0
dfa/dynamicTTT,18,5,10,1,12,9,0
dfa/TTT,18,5,10,1,12,9,0
dfa/dynamicTTT,19,5,10,1,10650,1,25
dfa/TTT,19,5,10,4,10903,1,25
dfa/dynamicTTT,20,5,10,1,8120,2,18
dfa/TTT,20,5,10,4,8717,2,19
dfa/dynamicTTT,21,5,10,3,6118,3,13
dfa/TTT,21,5,10,4,6149,3,16
dfa/dynamicTTT,22,5,10,3,4162,4,10
dfa/TTT,22,5,10,4,4189,4,11
dfa/dynamicTTT,23,5,10,3,2771,5,5
dfa/TTT,23,5,10,4,2794,5,5
dfa/dynamicTTT,24,5,10,4,1835,6,4
dfa/TTT,24,5,10,4,1835,6,4
dfa/dynamicTTT,25,5,10,1,56,7,1
dfa/TTT,25,5,10,1,56,7,0
dfa/dynamicTTT,26,5,10,1,24,8,1
dfa/TTT,26,5,10,1,24,8,0
dfa/dynamicTTT,27,5,10,1,8,9,0
dfa/TTT,27,5,10,1,8,9,0
dfa/dynamicTTT,28,5,10,1,11045,1,22
dfa/TTT,28,5,10,4,11685,1,27
dfa/dynamicTTT,29,5,10,2,8441,2,26
dfa/TTT,29,5,10,4,8602,2,19
dfa/dynamicTTT,30,5,10,2,6049,3,17
dfa/TTT,30,5,10,4,6193,3,16
dfa/dynamicTTT,31,5,10,2,3958,4,8
dfa/TTT,31,5,10,4,4085,4,7
dfa/dynamicTTT,32,5,10,3,2227,5,5
dfa/TTT,32,5,10,4,2256,5,6
dfa/dynamicTTT,33,5,10,3,1262,6,2
dfa/TTT,33,5,10,4,1277,6,3
dfa/dynamicTTT,34,5,10,3,648,7,2
dfa/TTT,34,5,10,4,661,7,3
dfa/dynamicTTT,35,5,10,3,374,8,1
dfa/TTT,35,5,10,4,383,8,1
dfa/dynamicTTT,36,5,10,1,13,9,0
dfa/TTT,36,5,10,1,12,9,0
dfa/dynamicTTT,37,5,10,2,13704,1,30
dfa/TTT,37,5,10,4,13779,1,27
