algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,10,10,2,42902,1,160
dfa/TTT,1,10,10,10,48036,1,155
dfa/dynamicTTT,2,10,10,3,48347,2,117
dfa/TTT,2,10,10,11,53861,2,125
dfa/dynamicTTT,3,10,10,4,53155,3,89
dfa/TTT,3,10,10,11,59200,3,97
dfa/dynamicTTT,4,10,10,4,53010,4,71
dfa/TTT,4,10,10,11,59282,4,66
dfa/dynamicTTT,5,10,10,5,57744,5,67
dfa/TTT,5,10,10,12,64391,5,70
dfa/dynamicTTT,6,10,10,5,57744,6,64
dfa/TTT,6,10,10,12,64391,6,71
dfa/dynamicTTT,7,10,10,5,75113,7,80
dfa/TTT,7,10,10,13,82333,7,104
dfa/dynamicTTT,8,10,10,5,100690,8,115
dfa/TTT,8,10,10,13,107440,8,119
dfa/dynamicTTT,9,10,10,5,100622,9,106
dfa/TTT,9,10,10,13,107375,9,116
dfa/dynamicTTT,10,10,10,1,54812,1,58
dfa/TTT,10,10,10,9,52657,1,57
dfa/dynamicTTT,11,10,10,1,71438,2,79
dfa/TTT,11,10,10,9,70131,2,76
dfa/dynamicTTT,12,10,10,1,79529,3,91
dfa/TTT,12,10,10,8,79767,3,146
dfa/dynamicTTT,13,10,10,2,91090,4,103
dfa/TTT,13,10,10,10,91108,4,101
dfa/dynamicTTT,14,10,10,2,91132,5,99
dfa/TTT,14,10,10,10,91143,5,125
dfa/dynamicTTT,15,10,10,4,99551,6,121
dfa/TTT,15,10,10,10,103845,6,117
dfa/dynamicTTT,16,10,10,5,115543,7,129
dfa/TTT,16,10,10,11,120777,7,133
dfa/dynamicTTT,17,10,10,5,115561,8,133
dfa/TTT,17,10,10,11,120594,8,129
dfa/dynamicTTT,18,10,10,5,140242,9,159
dfa/TTT,18,10,10,11,143083,9,155
dfa/dynamicTTT,19,10,10,1,49428,1,54
dfa/TTT,19,10,10,9,55368,1,58
dfa/dynamicTTT,20,10,10,2,56040,2,58
dfa/TTT,20,10,10,10,62330,2,64
dfa/dynamicTTT,21,10,10,4,65267,3,70
dfa/TTT,21,10,10,11,66361,3,67
dfa/dynamicTTT,22,10,10,5,72126,4,78
dfa/TTT,22,10,10,12,71852,4,71
dfa/dynamicTTT,23,10,10,5,95182,5,105
dfa/TTT,23,10,10,12,109070,5,108
dfa/dynamicTTT,24,10,10,5,95182,6,103
dfa/TTT,24,10,10,12,109070,6,111
dfa/dynamicTTT,25,10,10,5,127590,7,138
dfa/TTT,25,10,10,12,123996,7,132
dfa/dynamicTTT,26,10,10,6,139010,8,152
dfa/TTT,26,10,10,13,135022,8,146
dfa/dynamicTTT,27,10,10,6,139183,9,150
dfa/TTT,27,10,10,13,135213,9,147
dfa/dynamicTTT,28,10,10,2,43611,1,48
dfa/TTT,28,10,10,10,43825,1,49
dfa/dynamicTTT,29,10,10,3,43716,2,46
dfa/TTT,29,10,10,10,43885,2,47
dfa/dynamicTTT,30,10,10,4,43669,3,49
dfa/TTT,30,10,10,10,43783,3,47
dfa/dynamicTTT,31,10,10,4,56729,4,63
dfa/TTT,31,10,10,10,56828,4,64
dfa/dynamicTTT,32,10,10,4,72998,5,79
dfa/TTT,32,10,10,10,71175,5,83
dfa/dynamicTTT,33,10,10,4,88624,6,98
dfa/TTT,33,10,10,10,94018,6,108
dfa/dynamicTTT,34,10,10,4,88624,7,99
dfa/TTT,34,10,10,10,94186,7,107
dfa/dynamicTTT,35,10,10,4,87634,8,98
dfa/TTT,35,10,10,10,88054,8,102
dfa/dynamicTTT,36,10,10,4,108325,9,124
dfa/TTT,36,10,10,10,106194,9,127
dfa/dynamicTTT,37,10,10,1,51243,1,56
dfa/TTT,37,10,10,9,54894,1,57
dfa/dynamicTTT,38,10,10,1,51078,2,57
dfa/TTT,38,10,10,9,55730,2,59
dfa/dynamicTTT,39,10,10,1,65967,3,74
dfa/TTT,39,10,10,9,63319,3,72
dfa/dynamicTTT,40,10,10,2,78322,4,85
dfa/TTT,40,10,10,10,75046,4,86
dfa/dynamicTTT,41,10,10,2,91951,5,103
dfa/TTT,41,10,10,9,92566,5,106
dfa/dynamicTTT,42,10,10,2,91584,6,104
dfa/TTT,42,10,10,9,92197,6,105
dfa/dynamicTTT,43,10,10,2,111893,7,130
dfa/TTT,43,10,10,9,112533,7,127
dfa/dynamicTTT,44,10,10,3,127902,8,150
dfa/TTT,44,10,10,10,128542,8,145
dfa/dynamicTTT,45,10,10,5,146685,9,167
dfa/TTT,45,10,10,11,147288,9,165
dfa/dynamicTTT,46,10,10,2,42797,1,46
dfa/TTT,46,10,10,10,44966,1,47
dfa/dynamicTTT,47,10,10,3,50321,2,51
dfa/TTT,47,10,10,11,52812,2,57
dfa/dynamicTTT,48,10,10,3,50169,3,53
dfa/TTT,48,10,10,11,52583,3,54
dfa/dynamicTTT,49,10,10,3,65238,4,70
dfa/TTT,49,10,10,11,68666,4,73
dfa/dynamicTTT,50,10,10,3,87442,5,87
dfa/TTT,50,10,10,11,85594,5,94
dfa/dynamicTTT,51,10,10,4,95527,6,100
dfa/TTT,51,10,10,12,93687,6,100
dfa/dynamicTTT,52,10,10,4,95500,7,100
dfa/TTT,52,10,10,12,93672,7,97
