algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,1,50,10,2,322028,1,555
dfa/TTT,1,50,10,49,347144,1,444
dfa/dynamicTTT,2,50,10,2,422796,2,467
dfa/TTT,2,50,10,49,444294,2,478
dfa/dynamicTTT,3,50,10,2,539446,3,602
dfa/TTT,3,50,10,49,554754,3,596
dfa/dynamicTTT,4,50,10,2,698281,4,771
dfa/TTT,4,50,10,47,728460,4,836
dfa/dynamicTTT,5,50,10,3,700003,5,774
dfa/TTT,5,50,10,47,731000,5,778
dfa/dynamicTTT,6,50,10,3,700028,6,749
dfa/TTT,6,50,10,47,730988,6,784
dfa/dynamicTTT,7,50,10,4,719612,7,780
dfa/TTT,7,50,10,48,750594,7,781
dfa/dynamicTTT,8,50,10,4,880700,8,935
dfa/TTT,8,50,10,49,906543,8,969
dfa/dynamicTTT,9,50,10,4,1073266,9,1193
dfa/TTT,9,50,10,50,1102375,9,1178
dfa/dynamicTTT,10,50,10,2,334718,1,358
dfa/TTT,10,50,10,50,376281,1,369
dfa/dynamicTTT,11,50,10,3,354122,2,369
dfa/TTT,11,50,10,51,398335,2,385
dfa/dynamicTTT,12,50,10,3,354212,3,429
dfa/TTT,12,50,10,51,398439,3,379
dfa/dynamicTTT,13,50,10,3,354240,4,373
dfa/TTT,13,50,10,51,398466,4,374
dfa/dynamicTTT,14,50,10,3,353304,5,385
dfa/TTT,14,50,10,51,395756,5,398
dfa/dynamicTTT,15,50,10,3,353454,6,365
dfa/TTT,15,50,10,51,395935,6,383
dfa/dynamicTTT,16,50,10,3,440905,7,498
dfa/TTT,16,50,10,51,489329,7,531
dfa/dynamicTTT,17,50,10,5,461659,8,480
dfa/TTT,17,50,10,52,490750,8,500
dfa/dynamicTTT,18,50,10,6,475790,9,494
dfa/TTT,18,50,10,53,503955,9,513
dfa/dynamicTTT,19,50,10,1,321328,1,330
dfa/TTT,19,50,10,49,345598,1,337
dfa/dynamicTTT,20,50,10,1,419697,2,444
dfa/TTT,20,50,10,49,446067,2,458
dfa/dynamicTTT,21,50,10,2,420661,3,491
dfa/TTT,21,50,10,49,444180,3,470
dfa/dynamicTTT,22,50,10,3,433836,4,457
dfa/TTT,22,50,10,50,458567,4,466
dfa/dynamicTTT,23,50,10,4,448725,5,466
dfa/TTT,23,50,10,51,475279,5,474
dfa/dynamicTTT,24,50,10,4,578923,6,627
dfa/TTT,24,50,10,51,597339,6,606
