algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,s50_1,50,10,1,443415,1,764
dfa/TTT,s50_1,50,10,49,481436,1,752
dfa/dynamicTTT,s50_2,50,10,1,443583,2,767
dfa/TTT,s50_2,50,10,49,481646,2,775
dfa/dynamicTTT,s50_3,50,10,1,443473,3,760
dfa/TTT,s50_3,50,10,49,481053,3,840
dfa/dynamicTTT,s50_4,51,10,2,448103,4,830
dfa/TTT,s50_4,51,10,50,486311,4,802
dfa/dynamicTTT,s50_5,52,10,3,463833,5,856
dfa/TTT,s50_5,52,10,51,500830,5,863
dfa/dynamicTTT,s50_6,52,10,3,577686,6,981
dfa/TTT,s50_6,52,10,51,625966,6,1124
dfa/dynamicTTT,s50_7,53,10,4,603326,7,1027
dfa/TTT,s50_7,53,10,52,652104,7,1067
dfa/dynamicTTT,s50_8,54,10,6,623570,8,1091
dfa/TTT,s50_8,54,10,53,666543,8,1117
dfa/dynamicTTT,s50_9,54,10,6,759637,9,1499
dfa/TTT,s50_9,54,10,53,807160,9,1409
dfa/dynamicTTT,s50_10,50,10,2,324131,1,536
dfa/TTT,s50_10,50,10,49,353995,1,510
dfa/dynamicTTT,s50_11,50,10,2,324432,2,538
dfa/TTT,s50_11,50,10,49,353996,2,604
dfa/dynamicTTT,s50_12,50,10,3,324819,3,526
dfa/TTT,s50_12,50,10,49,351996,3,530
dfa/dynamicTTT,s50_13,51,10,4,333776,4,537
dfa/TTT,s50_13,51,10,49,358455,4,529
dfa/dynamicTTT,s50_14,51,10,4,436035,5,724
dfa/TTT,s50_14,51,10,50,465478,5,757
dfa/dynamicTTT,s50_15,51,10,6,449535,6,785
dfa/TTT,s50_15,51,10,50,467218,6,831
dfa/dynamicTTT,s50_16,51,10,6,449384,7,716
dfa/TTT,s50_16,51,10,50,467170,7,717
dfa/dynamicTTT,s50_17,51,10,6,449411,8,758
dfa/TTT,s50_17,51,10,50,467195,8,770
dfa/dynamicTTT,s50_18,51,10,6,550197,9,1012
dfa/TTT,s50_18,51,10,50,576838,9,935
dfa/dynamicTTT,s50_19,51,10,4,334908,1,537
dfa/TTT,s50_19,51,10,50,367066,1,573
dfa/dynamicTTT,s50_20,51,10,4,437225,2,767
dfa/TTT,s50_20,51,10,50,472349,2,794
dfa/dynamicTTT,s50_21,51,10,4,438121,3,807
dfa/TTT,s50_21,51,10,50,473217,3,750
dfa/dynamicTTT,s50_22,51,10,4,438172,4,753
dfa/TTT,s50_22,51,10,50,473262,4,787
dfa/dynamicTTT,s50_23,51,10,4,438160,5,710
dfa/TTT,s50_23,51,10,50,473539,5,744
dfa/dynamicTTT,s50_24,51,10,4,570687,6,929
dfa/TTT,s50_24,51,10,49,592278,6,909
dfa/dynamicTTT,s50_25,52,10,5,583050,7,883
dfa/TTT,s50_25,52,10,50,603975,7,935
dfa/dynamicTTT,s50_26,52,10,5,583177,8,968
dfa/TTT,s50_26,52,10,50,604353,8,1080
dfa/dynamicTTT,s50_27,53,10,6,602503,9,969
dfa/TTT,s50_27,53,10,51,624333,9,1048
dfa/dynamicTTT,s50_28,51,10,2,338292,1,537
dfa/TTT,s50_28,51,10,50,360761,1,571
dfa/dynamicTTT,s50_29,51,10,3,335740,2,601
dfa/TTT,s50_29,51,10,50,360470,2,558
dfa/dynamicTTT,s50_30,51,10,3,437343,3,791
dfa/TTT,s50_30,51,10,50,468697,3,781
dfa/dynamicTTT,s50_31,51,10,3,553326,4,942
dfa/TTT,s50_31,51,10,49,572159,4,929
dfa/dynamicTTT,s50_32,51,10,3,553195,5,987
dfa/TTT,s50_32,51,10,49,572154,5,991
dfa/dynamicTTT,s50_33,51,10,3,553297,6,997
dfa/TTT,s50_33,51,10,49,572142,6,889
dfa/dynamicTTT,s50_34,51,10,3,695047,7,1243
dfa/TTT,s50_34,51,10,49,719088,7,1179
dfa/dynamicTTT,s50_35,51,10,3,844481,8,1427
dfa/TTT,s50_35,51,10,50,882237,8,1441
dfa/dynamicTTT,s50_36,51,10,3,844252,9,1555
dfa/TTT,s50_36,51,10,50,884442,9,1394
dfa/dynamicTTT,s50_37,51,10,2,343225,1,532
dfa/TTT,s50_37,51,10,49,363523,1,518
dfa/dynamicTTT,s50_38,51,10,2,343096,2,587
dfa/TTT,s50_38,51,10,49,363439,2,576
dfa/dynamicTTT,s50_39,51,10,2,445211,3,736
dfa/TTT,s50_39,51,10,50,454214,3,707
dfa/dynamicTTT,s50_40,52,10,3,456156,4,807
dfa/TTT,s50_40,52,10,51,470482,4,781
dfa/dynamicTTT,s50_41,52,10,3,577163,5,1038
dfa/TTT,s50_41,52,10,50,565164,5,1034
dfa/dynamicTTT,s50_42,53,10,4,593778,6,1144
dfa/TTT,s50_42,53,10,51,581725,6,1032
dfa/dynamicTTT,s50_43,54,10,5,612124,7,1269
dfa/TTT,s50_43,54,10,52,606649,7,1056
dfa/dynamicTTT,s50_44,54,10,5,750537,8,1444
dfa/TTT,s50_44,54,10,51,745594,8,1387
dfa/dynamicTTT,s50_45,54,10,5,946558,9,1892
dfa/TTT,s50_45,54,10,52,973953,9,1741
dfa/dynamicTTT,s50_46,50,10,1,340547,1,557
dfa/TTT,s50_46,50,10,48,371316,1,645
dfa/dynamicTTT,s50_47,50,10,1,441842,2,846
dfa/TTT,s50_47,50,10,48,474999,2,821
dfa/dynamicTTT,s50_48,50,10,2,435860,3,835
dfa/TTT,s50_48,50,10,48,463601,3,784
dfa/dynamicTTT,s50_49,50,10,2,543973,4,993
dfa/TTT,s50_49,50,10,49,557099,4,995
dfa/dynamicTTT,s50_50,51,10,3,562026,5,1075
dfa/TTT,s50_50,51,10,50,578451,5,998
dfa/dynamicTTT,s50_51,51,10,3,740528,6,1529
dfa/TTT,s50_51,51,10,49,749391,6,1364
dfa/dynamicTTT,s50_52,52,10,4,761839,7,1427
dfa/TTT,s50_52,52,10,50,770603,7,1377
dfa/dynamicTTT,s50_53,52,10,4,764182,8,1421
