algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,s10_1,11,10,1,43317,1,42
dfa/TTT,s10_1,11,10,10,44853,1,43
dfa/dynamicTTT,s10_2,12,10,2,48547,2,47
dfa/TTT,s10_2,12,10,11,50098,2,47
dfa/dynamicTTT,s10_3,13,10,3,54267,3,66
dfa/TTT,s10_3,13,10,12,56872,3,53
dfa/dynamicTTT,s10_4,14,10,4,59110,4,72
dfa/TTT,s10_4,14,10,13,61728,4,57
dfa/dynamicTTT,s10_5,15,10,6,70127,5,65
dfa/TTT,s10_5,15,10,13,71472,5,67
dfa/dynamicTTT,s10_6,16,10,7,75218,6,83
dfa/TTT,s10_6,16,10,14,76624,6,72
dfa/dynamicTTT,s10_7,17,10,8,83966,7,79
dfa/TTT,s10_7,17,10,15,85428,7,81
dfa/dynamicTTT,s10_8,18,10,9,91858,8,90
dfa/TTT,s10_8,18,10,16,93000,8,90
dfa/dynamicTTT,s10_9,19,10,10,98054,9,91
dfa/TTT,s10_9,19,10,17,98704,9,90
dfa/dynamicTTT,s10_10,11,10,2,50623,1,50
dfa/TTT,s10_10,11,10,10,48836,1,47
dfa/dynamicTTT,s10_11,12,10,3,56291,2,56
dfa/TTT,s10_11,12,10,11,54311,2,50
dfa/dynamicTTT,s10_12,13,10,4,60711,3,60
dfa/TTT,s10_12,13,10,12,58552,3,58
dfa/dynamicTTT,s10_13,14,10,5,62947,4,63
dfa/TTT,s10_13,14,10,13,61631,4,61
dfa/dynamicTTT,s10_14,15,10,6,68613,5,111
dfa/TTT,s10_14,15,10,14,67194,5,103
dfa/dynamicTTT,s10_15,16,10,7,72544,6,77
dfa/TTT,s10_15,16,10,15,77162,6,78
dfa/dynamicTTT,s10_16,17,10,8,81083,7,85
dfa/TTT,s10_16,17,10,16,85645,7,89
dfa/dynamicTTT,s10_17,18,10,9,87279,8,85
dfa/TTT,s10_17,18,10,17,91774,8,88
dfa/dynamicTTT,s10_18,18,10,9,88858,9,88
dfa/TTT,s10_18,18,10,17,93326,9,88
dfa/dynamicTTT,s10_19,11,10,2,47371,1,44
dfa/TTT,s10_19,11,10,10,49189,1,45
dfa/dynamicTTT,s10_20,12,10,3,53991,2,51
dfa/TTT,s10_20,12,10,11,55723,2,54
dfa/dynamicTTT,s10_21,13,10,4,60809,3,91
dfa/TTT,s10_21,13,10,12,62602,3,106
dfa/dynamicTTT,s10_22,14,10,5,66485,4,67
dfa/TTT,s10_22,14,10,13,66641,4,70
dfa/dynamicTTT,s10_23,15,10,6,73708,5,73
dfa/TTT,s10_23,15,10,14,73852,5,78
dfa/dynamicTTT,s10_24,16,10,7,79477,6,79
dfa/TTT,s10_24,16,10,15,79576,6,76
dfa/dynamicTTT,s10_25,17,10,8,86684,7,83
dfa/TTT,s10_25,17,10,16,86786,7,83
dfa/dynamicTTT,s10_26,18,10,9,94504,8,93
dfa/TTT,s10_26,18,10,17,94380,8,99
dfa/dynamicTTT,s10_27,19,10,10,102423,9,106
dfa/TTT,s10_27,19,10,18,102409,9,105
dfa/dynamicTTT,s10_28,11,10,4,46937,1,49
dfa/TTT,s10_28,11,10,10,47773,1,50
dfa/dynamicTTT,s10_29,12,10,5,51556,2,51
dfa/TTT,s10_29,12,10,11,53478,2,54
dfa/dynamicTTT,s10_30,13,10,6,59233,3,59
dfa/TTT,s10_30,13,10,12,61084,3,61
dfa/dynamicTTT,s10_31,14,10,7,64653,4,67
dfa/TTT,s10_31,14,10,13,66387,4,70
dfa/dynamicTTT,s10_32,15,10,8,74346,5,71
dfa/TTT,s10_32,15,10,14,70833,5,68
dfa/dynamicTTT,s10_33,16,10,9,82091,6,75
dfa/TTT,s10_33,16,10,15,80879,6,74
dfa/dynamicTTT,s10_34,17,10,10,90854,7,81
