algorithm,id,num_states,num_alphabet,eq_count,mq_count,distance,duration
dfa/dynamicTTT,s50_1,51,10,2,335462,1,352
dfa/TTT,s50_1,51,10,50,367917,1,359
dfa/dynamicTTT,s50_2,52,10,3,345307,2,351
dfa/TTT,s50_2,52,10,51,380568,2,377
dfa/dynamicTTT,s50_3,53,10,5,360603,3,366
dfa/TTT,s50_3,53,10,52,386806,3,377
dfa/dynamicTTT,s50_4,54,10,6,370627,4,407
dfa/TTT,s50_4,54,10,53,397034,4,401
dfa/dynamicTTT,s50_5,55,10,8,382025,5,395
dfa/TTT,s50_5,55,10,54,405581,5,386
dfa/dynamicTTT,s50_6,56,10,9,392414,6,465
dfa/TTT,s50_6,56,10,55,415768,6,411
dfa/dynamicTTT,s50_7,57,10,10,396711,7,411
dfa/TTT,s50_7,57,10,56,421350,7,427
dfa/dynamicTTT,s50_8,58,10,11,404499,8,414
dfa/TTT,s50_8,58,10,57,433131,8,417
dfa/dynamicTTT,s50_9,59,10,12,417159,9,430
dfa/TTT,s50_9,59,10,58,445995,9,412
dfa/dynamicTTT,s50_10,51,10,2,337341,1,417
dfa/TTT,s50_10,51,10,50,372350,1,375
dfa/dynamicTTT,s50_11,52,10,3,356279,2,371
dfa/TTT,s50_11,52,10,51,387517,2,369
dfa/dynamicTTT,s50_12,53,10,4,367423,3,367
dfa/TTT,s50_12,53,10,52,399396,3,400
dfa/dynamicTTT,s50_13,54,10,6,374989,4,379
dfa/TTT,s50_13,54,10,52,404121,4,399
dfa/dynamicTTT,s50_14,55,10,7,385353,5,432
dfa/TTT,s50_14,55,10,53,420154,5,402
dfa/dynamicTTT,s50_15,56,10,8,399199,6,427
dfa/TTT,s50_15,56,10,54,432009,6,407
dfa/dynamicTTT,s50_16,57,10,9,408625,7,442
dfa/TTT,s50_16,57,10,55,442486,7,462
dfa/dynamicTTT,s50_17,58,10,10,424002,8,466
dfa/TTT,s50_17,58,10,56,453290,8,434
dfa/dynamicTTT,s50_18,59,10,11,432890,9,429
dfa/TTT,s50_18,59,10,57,462440,9,434
dfa/dynamicTTT,s50_19,51,10,3,349954,1,363
dfa/TTT,s50_19,51,10,50,343215,1,338
dfa/dynamicTTT,s50_20,52,10,5,358721,2,370
dfa/TTT,s50_20,52,10,51,350006,2,346
dfa/dynamicTTT,s50_21,53,10,6,370629,3,390
dfa/TTT,s50_21,53,10,52,360458,3,356
dfa/dynamicTTT,s50_22,54,10,7,381588,4,393
dfa/TTT,s50_22,54,10,53,372232,4,385
dfa/dynamicTTT,s50_23,55,10,8,392303,5,426
dfa/TTT,s50_23,55,10,54,382504,5,401
dfa/dynamicTTT,s50_24,56,10,10,401069,6,488
dfa/TTT,s50_24,56,10,54,389620,6,392
dfa/dynamicTTT,s50_25,57,10,11,404515,7,402
dfa/TTT,s50_25,57,10,54,401411,7,405
dfa/dynamicTTT,s50_26,58,10,12,413872,8,425
dfa/TTT,s50_26,58,10,55,410496,8,401
